code	value_en	description_en	synonym	chrLocation	chrBand	tissueType	codesystem	description_code
KIAA1598	KIAA1598	Tumour TYPE: Spitzoid tumour	57698,A0MZ66,ENSG00000187164,KIAA1598	10:116886555-117005079	10q25.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=57698
KIF5B	kinesin family member 5B	Tumour TYPE: NSCLC, Spitzoid tumour	3799,ENSG00000170759,KIF5B,KNS1,P33176	10:32009010-32055973	10p11.22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3799
KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	Tumour TYPE: GIST, AML, TGCT, mastocytosis, mucosal melanoma	3815,ENSG00000157404,KIT,P10721,PBT	4:54658015-54738557	4q12	L,M,O,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3815
KLF4	Kruppel-like factor 4	Tumour TYPE: meningioma	9314,ENSG00000136826,KLF4,O43474	9:107485751-107489172	9q31	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9314
KLF6	Kruppel-like factor 6	Tumour TYPE: prostate, glioma	1316,BCD1,COPEB,ENSG00000067082,KLF6,Q99612,ST12	10:3779539-3785014	10p15	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=1316
KLK2	kallikrein-related peptidase 2	Tumour TYPE: prostate	3817,ENSG00000167751,KLK2,P20151	19:50873474-50878559	19q13.41	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3817
KMT2A	lysine (K)-specific methyltransferase 2A	Tumour TYPE: AML, ALL	4297,ENSG00000118058,KMT2A,MLL,Q03164	11:118436513-118522172	11q23	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4297
KMT2C	lysine (K)-specific methyltransferase 2C	Tumour TYPE: medulloblastoma	58508,ENSG00000055609,KMT2C,MLL3,Q8NEZ4	7:152136832-152435786	7q36.1	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=58508
KMT2D	lysine (K)-specific methyltransferase 2D	Tumour TYPE: medulloblastoma, renal	8085,ENSG00000167548,KMT2D,MLL2,O14686,TNRC21	12:49021780-49055324	12q13.12	O,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8085
KNSTRN	kinetochore localized astrin/SPAG5 binding protein	Tumour TYPE: SCC	90417,C15orf23,ENSG00000128944,KNSTRN,Q9Y448	15:40382836-40393597	15q15.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=90417
KRAS	v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog	Tumour TYPE: pancreatic, colorectal, lung, thyroid, AML, other tumour types	3845,ENSG00000133703,KRAS,KRAS2,P01116	12:25209795-25245384	12p12.1	L,E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3845
KTN1	kinectin 1 (kinesin receptor)	Tumour TYPE: papillary thyroid	3895,ENSG00000126777,KTN1,Q86UP2	14:55612050-55680691	14q22.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3895
LARP4B	La ribonucleoprotein domain family member 4B	Tumour TYPE: CRC, glioma	23185,ENSG00000107929,KIAA0217,LARP4B,LARP5,Q92615	10:812926-885721	10p15.3	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23185
LASP1	LIM and SH3 protein 1	Tumour TYPE: AML	3927,ENSG00000002834,LASP1,Q14847	17:38870190-38918778	17q11-q21.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3927
LATS1	large tumor suppressor kinase 1	Tumour TYPE: skin basal cell carcinoma		###############################################################################################################################################################################################################################################################	6q25.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9113
LATS2	large tumor suppressor kinase 2	Tumour TYPE: malignant mesothelioma	26524,ENSG00000150457,LATS2,Q9NRM7	13:20974870-21046026	13q12.11	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=26524
LCK	lymphocyte-specific protein tyrosine kinase	Tumour TYPE: T-ALL	3932,ENSG00000182866,LCK,P06239	1:32274330-32285716	1p35-p34.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3932
LCP1	lymphocyte cytosolic protein 1 (L-plastin)	Tumour TYPE: NHL	3936,ENSG00000136167,LCP1,P13796	13:46127591-46159662	13q14.1-q14.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3936
LEF1	lymphoid enhancer binding factor 1	Tumour TYPE: B-ALL, T-ALL, eyelid sebaceous carcinoma, AML, lymphomas	51176,ENSG00000138795,LEF1,Q9UJU2	4:108063629-108167767	4q25	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=51176
LEPROTL1	leptin receptor overlapping transcript like 1	Tumour TYPE: lung cancer, colon cancer	23484,ENSG00000104660,LEPROTL1,O95214	8:30095513-30105862	8p12	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23484
LHFP	lipoma HMGIC fusion partner	Tumour TYPE: lipoma	10186,ENSG00000183722,LHFP,Q9Y693	13:39343936-39601216	13q12	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10186
LIFR	leukemia inhibitory factor receptor	Tumour TYPE: salivary adenoma	3977,ENSG00000113594,LIFR,P42702	5:38481595-38530647	5p13-p12	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3977
LMNA	lamin A/C	Tumour TYPE: Spitzoid tumour	4000,CMD1A,ENSG00000160789,LGMD1B,LMN1,LMNA,LMNL1,P02545,PRO1	1:156114919-156139106	1q22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4000
LMO1	LIM domain only 1 (rhombotin 1) (RBTN1)	Tumour TYPE: T-ALL, neuroblastoma	4004,ENSG00000166407,LMO1,P25800,RBTN1	11:8224616-8268634	11p15	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4004
LMO2	LIM domain only 2 (rhombotin-like 1) (RBTN2)	Tumour TYPE: T-ALL	4005,ENSG00000135363,LMO2,P25791,RBTNL1	11:33859356-33869386	11p13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4005
LPP	LIM domain containing preferred translocation partner in lipoma	Tumour TYPE: lipoma, leukaemia	4026,ENSG00000145012,LPP,Q93052	3:188406122-188874480	3q28	L,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4026
LRIG3	leucine-rich repeats and immunoglobulin-like domains 3	Tumour TYPE: NSCLC	121227,ENSG00000139263,LRIG3,Q6UXM1	12:58872572-58920235	12q14.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=121227
LRP1B	LDL receptor related protein 1B	Tumour TYPE: CLL, ovarian cancer, oesophageal squamous cell carcinoma, urothelial cancer	53353,ENSG00000168702,LRP1B,Q9NZR2	2:140233186-142130729	2q21.2	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=53353
LSM14A	LSM14A, SCD6 homolog A (S. cerevisiae)	Tumour TYPE: Spitzoid tumour	26065,C19orf13,ENSG00000257103,FAM61A,LSM14A,Q8ND56	19:34172643-34227388	19q13.11	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=26065
LYL1	lymphoblastic leukemia derived sequence 1	Tumour TYPE: T-ALL	4066,ENSG00000104903,LYL1,P12980	19:13099319-13101171	19p13.2-p13.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4066
LZTR1	leucine-zipper-like transcription regulator 1	Tumour TYPE: glioblastoma	8216,ENSG00000099949,LZTR1,Q8N653	22:20982372-20997348	22q11.21	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8216
MACC1	MET transcriptional regulator MACC1	Tumour TYPE: liver, CRC	346389,ENSG00000183742,MACC1,Q6ZN28	7:20140946-20161862	7p21.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=346389
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog	Tumour TYPE: MM	4094,ENSG00000178573,MAF,O75444	16:79594460-79599902	16q22-q23	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4094
MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	Tumour TYPE: MM	9935,ENSG00000204103,KRML,MAFB,Q9Y5Q3	20:40687879-40688850	20q11.2-q13.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9935
MALAT1	metastasis associated lung adenocarcinoma transcript 1 ( lnc-RNA						COSMIC	
MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	Tumour TYPE: MALT	10892,ENSG00000172175,MALT1,MLT,Q9UDY8	18:58671645-58747843	18q21	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10892
MAML2	mastermind-like 2 (Drosophila)	Tumour TYPE: salivary gland mucoepidermoid	84441,ENSG00000184384,MAML2,Q8IZL2	11:95978948-96341895	11q22-q23	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=84441
MAP2K1	mitogen-activated protein kinase kinase 1	Tumour TYPE: NSCLC, melanoma, colorectal	5604,ENSG00000169032,MAP2K1,PRKMK1,Q02750	15:66387348-66490615	15q22.1-q22.33	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5604
MAP2K2	mitogen-activated protein kinase kinase 2	Tumour TYPE: NSCLC, melanoma	5605,ENSG00000126934,MAP2K2,P36507,PRKMK2	19:4090598-4123875	19p13.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5605
MAP2K4	mitogen-activated protein kinase kinase 4	Tumour TYPE: pancreatic, breast, colorectal	6416,ENSG00000065559,MAP2K4,P45985,SERK1	17:12020887-12141260	17p11.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6416
MAP3K1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	Tumour TYPE: luminal A breast		5:56152434-56189507	5q11.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4214
MAP3K13	mitogen-activated protein kinase kinase kinase 13	Tumour TYPE: breast	9175,ENSG00000073803,MAP3K13,O43283	3:185428582-185482456	3q27	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9175
MAPK1	mitogen-activated protein kinase 1	Tumour TYPE: CLL, ovarian mixed germ cell tumour, cervical carcinoma	5594,ENSG00000100030,MAPK1,P28482,PRKM1,PRKM2	22:21769204-21867440	22q11.2	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5594
MAX	Myc associated factor X	Tumour TYPE: pheochromocytoma, endometrioid carcinoma, colon carcinoma	10344,4149,CCL26,ENSG00000006606,ENSG00000125952,MAX,P61244,Q9Y258,SCYA26	14:65076476-65102339	14q23	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4149
MB21D2	Mab-21 domain containing 2	Tumour TYPE: lung cancer	151963,C3orf59,ENSG00000180611,MB21D2,Q8IYB1	3:192798386-192917840	3q29	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=151963
MDM2	Mdm2 p53 binding protein homolog	Tumour TYPE: sarcoma, glioma, colorectal, other tumour types	4193,ENSG00000135679,MDM2,Q00987	12:68808478-68839849	12q15	M,O,E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4193
MDM4	Mdm4 p53 binding protein homolog	Tumour TYPE: glioblastoma, bladder, retinoblastoma	4194,ENSG00000198625,MDM4,O15151	1:204525519-204549682	1q32	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4194
MDS2	myelodysplastic syndrome 2	Tumour TYPE: MDS	ENSG00000197880,MDS2,Q8NDY4	1:23629556-23640550	1p36	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=259283
MECOM	MDS1 and EVI1 complex locus	Tumour TYPE: AML, CML, MDS	2122,ENSG00000085276,EVI1,MDS1,MECOM,Q03112	3:169084909-169131477	3q26.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=2122
MED12	mediator complex subunit 12	Tumour TYPE: uterine leiomyoma, fibroadenoma, phyllodes tumour	9968,ENSG00000184634,FGS1,MED12,Q93074,TNRC11	X:71118755-71142218	Xq13	M,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9968
MEN1	multiple endocrine neoplasia type 1 gene	Tumour TYPE: parathyroid tumours, pancreatic neuroendocrine tumour	4221,ENSG00000133895,MEN1,O00255	11:64804334-64810109	11q13	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4221
MET	met proto-oncogene (hepatocyte growth factor receptor)	Tumour TYPE: papillary renal, head-neck squamous cell	4233,ENSG00000105976,MET,P08581	7:116699085-116796124	7q31	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4233
MGMT	O-6-methylguanine-DNA methyltransferase	Tumour TYPE: glioma	4255,ENSG00000170430,MGMT,P16455	10:129536253-129766997	10q26.3	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4255
MITF	melanogenesis-associated transcription factor	Tumour TYPE: melanoma	4286,ENSG00000187098,MITF,O75030,WS2,WS2A	3:69936723-69965248	3p14.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4286
MKL1	megakaryoblastic leukemia (translocation) 1	Tumour TYPE: acute megakaryocytic leukaemia	57591,ENSG00000196588,MKL1,Q969V6	22:40411390-40463227	22q13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=57591
MLF1	myeloid leukemia factor 1	Tumour TYPE: AML	4291,ENSG00000178053,MLF1,P58340	3:158571302-158605203	3q25.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4291
MLH1	E.coli MutL homolog gene	Tumour TYPE: colorectal, endometrial, ovarian, CNS tumours	4292,COCA2,ENSG00000076242,MLH1,P40692	3:36993548-37050653	3p21.3	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4292
MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)						COSMIC	
MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)						COSMIC	
MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)						COSMIC	
MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)						COSMIC	
MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)						COSMIC	
MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)						COSMIC	
MN1	MN1 proto-oncogene, transcriptional regulator	Tumour TYPE: AML, MDS	4330,ENSG00000169184,MGCR,MN1,Q10571	22:27750915-27800543	22q12.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4330
MNX1	motor neuron and pancreas homeobox 1	Tumour TYPE: AML	3110,ENSG00000130675,HLXB9,MNX1,P50219	7:157005520-157010350	7q36	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3110
MPL	myeloproliferative leukaemia virus oncogene, thrombopoietin receptor	Tumour TYPE: MPN	4352,ENSG00000117400,MPL,P40238	1:43337849-43352772	1p34	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4352
MSH2	mutS homolog 2 (E. coli)	Tumour TYPE: colorectal, endometrial, ovarian	4436,COCA1,ENSG00000095002,MSH2,P43246	2:47403192-47482949	2p22-p21	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4436
MSH6	mutS homolog 6 (E. coli)	Tumour TYPE: colorectal	2956,ENSG00000116062,GTBP,MSH6,P52701	2:47783234-47806860	2p16	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=2956
MSI2	musashi homolog 2 (Drosophila)	Tumour TYPE: CML	124540,ENSG00000153944,MSI2,Q96DH6	17:57257049-57631832	17q23.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=124540
MSN	moesin	Tumour TYPE: ALCL	4478,ENSG00000147065,MSN,P26038	X:65667842-65739893	Xq11.2-q12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4478
MTCP1	mature T-cell proliferation 1	Tumour TYPE: T cell prolymphocytic leukaemia	100272147,CMC4,ENSG00000182712,MTCP1,MTCP1NB,P56277	X:155061843-155064023	Xq28	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4515
MTOR	mechanistic target of rapamycin	Tumour TYPE: endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types	2475,ENSG00000198793,FRAP,FRAP1,FRAP2,MTOR,P42345	1:11107485-11259409	1p36	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=2475
MUC1	mucin 1, transmembrane	Tumour TYPE: B-NHL	4582,ENSG00000185499,MCKD1,MUC1,P15941,PUM	1:155186135-155192843	1q21	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4582
MUC16	mucin 16, cell surface associated	Tumour TYPE: HNSCC, melanoma	94025,ENSG00000181143,MUC16	19:8949776-8981138	19p13.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=94025
MUC4	mucin 4, cell surface associated	Tumour TYPE: HNSCC	4585,ENSG00000145113,MUC4,Q99102	3:195747176-195811817	3q29	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4585
MUTYH	mutY homolog (E. coli)		4595,ENSG00000132781,MUTYH,Q9UIF7	1:45329306-45340254	1p34.3-1p32.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4595
MYB	v-myb myeloblastosis viral oncogene homolog	Tumour TYPE: adenoid cystic carcinoma	4602,ENSG00000118513,MYB,P10242	6:135181514-135217980	6q22-23	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4602
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	Tumour TYPE: Burkitt lymphoma, amplified in other cancers, B-CLL	4609,ENSG00000136997,MYC,P01106	8:127738263-127740958	8q24.12-q24.13	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4609
MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	Tumour TYPE: small cell lung carcinoma	4610,ENSG00000116990,MYCL,MYCL1,P12524	1:39900814-39901434	1p34.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4610
MYCN	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	Tumour TYPE: neuroblastoma, Wilms tumour	4613,ENSG00000134323,MYCN,NMYC,P04198	2:15942065-15946097	2p24.1	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4613
MYD88	myeloid differentiation primary response gene (88)	Tumour TYPE: ABC-DLBCL	4615,ENSG00000172936,MYD88	3:38138662-38141286	3p22	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4615
MYH11	myosin, heavy polypeptide 11, smooth muscle	Tumour TYPE: AML	4629,ENSG00000133392,MYH11	16:15708811-15838252	16p13.13-p13.12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4629
MYH9	myosin, heavy polypeptide 9, non-muscle	Tumour TYPE: ALCL	4627,DFNA17,ENSG00000100345,MYH9,P35579	22:36282668-36349236	22q13.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4627
MYO5A	myosin VA (heavy chain 12, myoxin)	Tumour TYPE: Spitzoid tumour	4644,ENSG00000197535,MYH12,MYO5A,Q9Y4I1	15:52313696-52528806	15q21	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4644
MYOD1	myogenic differentiation 1	Tumour TYPE: embryonal rhabdomyosarcoma	4654,ENSG00000129152,MYF3,MYOD1,P15172	11:17719783-17721508	11p15.4	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4654
N4BP2	NEDD4 binding protein 2	Tumour TYPE: lung cancer	55728,ENSG00000078177,N4BP2,Q86UW6	4:40097341-40154237	4p14	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=55728
NAB2	NGFI-A binding protein 2	Tumour TYPE: solitary fibrous tumour, meningeal haemangiopericytoma	4665,ENSG00000166886,NAB2,Q15742	12:57089272-57094721	12q13.3	M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4665
NACA	nascent-polypeptide-associated complex alpha polypeptide	Tumour TYPE: NHL	4666,ENSG00000196531,NACA,Q13765	12:56712538-56724521	12q23-q24.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4666
NBEA	neurobeachin	Tumour TYPE: large intestine carcinoma, multiple myeloma	26960,ENSG00000172915,NBEA	13:34942821-35670991	13q13.3	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=26960
NBN	nibrin		4683,ENSG00000104320,NBN,NBS,NBS1,O60934	8:89935582-89984561	8q21	L,E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4683
NCKIPSD	NCK interacting protein with SH3 domain	Tumour TYPE: ALL	51517,ENSG00000213672,NCKIPSD,Q9NZQ3	3:48674544-48685807	3p21	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=51517
NCOA1	nuclear receptor coactivator 1	Tumour TYPE: alveolar rhabdomyosarcoma	8648,ENSG00000084676,NCOA1,Q15788	2:24658678-24768391	2p23	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8648
NCOA2	nuclear receptor coactivator 2 (TIF2)	Tumour TYPE: AML, chondrosarcoma, rhabdomyosarcoma	10499,ENSG00000140396,NCOA2,Q15596	8:70113632-70216745	8q13.1	L,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10499
NCOA4	nuclear receptor coactivator 4 - PTC3 (ELE1)	Tumour TYPE: papillary thyroid		10:51579142-51586417	10q11.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8031
NCOR1	nuclear receptor corepressor 1	Tumour TYPE: breast	9611,ENSG00000141027,NCOR1,O75376	17:16032296-16194569	17p11.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9611
NCOR2	nuclear receptor corepressor 2	Tumour TYPE: prostate	9612,ENSG00000196498,NCOR2,Q9Y618	12:124325402-124495251	12q24	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9612
NDRG1	N-myc downstream regulated 1	Tumour TYPE: prostate	10397,CAP43,ENSG00000104419,NDRG1,Q92597	8:133238878-133284311	8q24.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10397
NF1	neurofibromatosis type 1 gene	Tumour TYPE: neurofibroma, glioma	4763,ENSG00000196712,NF1,P21359	17:31095310-31374155	17q12	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4763
NF2	neurofibromatosis type 2 gene	Tumour TYPE: meningioma, acoustic neuroma, renal	4771,ENSG00000186575,NF2,P35240	22:29603999-29694802	22q12.2	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4771
NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	Tumour TYPE: Ewing sarcoma	4773,ENSG00000101096,NFATC2,Q13469	20:51391396-51542499	20q13.2	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4773
NFE2L2	nuclear factor (erythroid-derived 2)-like 2 (NRF2)	Tumour TYPE: NSCLC, HNSCC	4780,ENSG00000116044,NFE2L2,Q16236	2:177230785-177264576	2q31	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4780
NFIB	nuclear factor I/B	Tumour TYPE: adenoid cystic carcinoma, lipoma	4781,ENSG00000147862,NFIB,O00712	9:14088309-14313511	9p24.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4781
NFKB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	Tumour TYPE: B-NHL		10:102395960-102402376	10q24	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4791
NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	Tumour TYPE: CLL, desmoplastic melanoma	4794,ENSG00000146232,NFKBIE,O00221	6:44259219-44265763	6p21.1	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4794
NIN	ninein (GSK3B interacting protein)	Tumour TYPE: MPN	51199,ENSG00000100503,NIN,Q8N4C6	14:50725872-50822056	14q24	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=51199
NKX2-1	NK2 homeobox 1	Tumour TYPE: NSCLC	7080,BCH,ENSG00000136352,NKX2-1,NKX2A,P43699,TITF1	14:36517278-36519357	14q13	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7080
NONO	non-POU domain containing, octamer-binding	Tumour TYPE: papillary renal	4841,ENSG00000147140,NONO,Q15233	X:71290638-71300076	Xq13.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4841
NOTCH1	Notch homolog 1, translocation-associated (Drosophila) (TAN1)	Tumour TYPE: T-ALL, breast, bladder, skin SCC, lung SCC, head and neck SCC	4851,ENSG00000148400,NOTCH1,P46531,TAN1	9:136496071-136545786	9q34.3	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4851
NOTCH2	Notch homolog 2	Tumour TYPE: marginal zone lymphoma, DLBCL, bladder	4853,ENSG00000134250,NOTCH2,Q04721	1:119915306-120069406	1p13-p11	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4853
NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	Tumour TYPE: NHL, APL, AML	4869,ENSG00000181163,NPM1,P06748	5:171387949-171410565	5q35	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4869
NR4A3	nuclear receptor subfamily 4, group A, member 3 (NOR1)	Tumour TYPE: extraskeletal myxoid chondrosarcoma	8013,ENSG00000119508,NR4A3,Q92570	9:99828041-99863867	9q22	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8013
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	Tumour TYPE: melanoma, MM, AML, thyroid	4893,ENSG00000213281,NRAS,P01111	1:114708535-114716160	1p13.2	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4893
NRG1	neuregulin 1	Tumour TYPE: NSCLC	3084,ENSG00000157168,HGL,NRG1,NRG1-IT2,Q02297	8:32548727-32764402	8p12	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3084
NSD1	nuclear receptor binding SET domain protein 1	Tumour TYPE: AML	64324,ENSG00000165671,NSD1,Q96L73,STO	5:177135104-177295459	5q35	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=64324
NT5C2	5'-nucleotidase, cytosolic II	Tumour TYPE: relapse ALL	22978,ENSG00000076685,NT5B,NT5C2,P49902	10:103089672-103174958	10q24.32	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=22978
NTHL1	nth like DNA glycosylase 1	Tumour TYPE: CRC		16:2093568-2097848	16p13.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4913
NTRK1	neurotrophic tyrosine kinase, receptor, type 1	Tumour TYPE: papillary thyroid, Spitzoid tumour	4914,ENSG00000198400,NTRK1,P04629	1:156860935-156881642	1q21-q22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4914
NTRK3	neurotrophic tyrosine kinase, receptor, type 3	Tumour TYPE: congenital fibrosarcoma, secretory breast	4916,ENSG00000140538,NTRK3,Q16288	15:87876935-88256153	15q25	E,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4916
NUMA1	nuclear mitotic apparatus protein 1	Tumour TYPE: APL	4926,ENSG00000137497,NUMA1,Q14980	11:72003527-72035943	11q13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4926
