id	gene	label	synonym	chrLocation	refSeqId	locusType	linkPubmed	linkEnsembl
HGNC:21196	HLA-P	major histocompatibility complex, class I, P (pseudogene)	dJ377H14.3	6p21.2	NG_002731	pseudogene	NA	ENSG00000181126
HGNC:1206	C17orf15	chromosome 17 open reading frame 15	NA	17p13.3	NA	unknown	NA	NA
HGNC:25544	MSL2	male-specific lethal 2 homolog (Drosophila)	FLJ10546|KIAA1585|msl-2	3q22.2	NM_001145417	gene with protein product	16227571, 16543150	ENSG00000174579
HGNC:26266	C11orf61	chromosome 11 open reading frame 61	FLJ23342	11q24.2	NM_024631	gene with protein product	NA	ENSG00000120458
HGNC:10585	SCN1A	sodium channel, voltage-gated, type I, alpha subunit	Nav1.1|HBSCI|NAC1|GEFSP2|SMEI	2q24.3	NM_001165963	gene with protein product	8062593, 16382098, 11823106	NA
HGNC:21149	PRR3	proline rich 3	CAT56|Em:AB023052.2|Em:AB014077.1	6p21.32	NM_001077497	gene with protein product	NA	ENSG00000206491
HGNC:6601	LIG4	ligase IV, DNA, ATP-dependent	NA	13q33-q34	NM_001098268	gene with protein product	7760816	ENSG00000174405
HGNC:26219	FUZ	fuzzy homolog (Drosophila)	FLJ22688|Fy	19q13.33	NM_001171937	gene with protein product	12477932	ENSG00000010361
HGNC:28438	FAM100B	family with sequence similarity 100, member B	MGC29814	17q25.1	NM_182565	gene with protein product	NA	ENSG00000185262
HGNC:26200	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	FLJ22559|bA541N10.2	10q25.1	NM_024928	gene with protein product	12477932	ENSG00000107960
HGNC:3895	FRA2K	fragile site, folic acid type, rare, fra(2)(q22.3)	NA	2q22.3	NA	fragile site	NA	NA
HGNC:34296	LRRC63	leucine rich repeat containing 63	RP11-139H14.4	13q14.12	XM_001714777	gene with protein product	NA	ENSG00000173988
HGNC:1243	C1QBP	complement component 1, q subcomponent binding protein	gC1qR|p32|SF2p32|gC1Q-R	17p13.3	NM_001212	gene with protein product	8567680, 8195709	ENSG00000108561
HGNC:21260	KLKP1	kallikrein pseudogene 1	YKLK1|PsiKLK1|KLK31P	19q13.41	NR_002948	pseudogene	15498522, 16541416	ENSG00000197588
HGNC:24417	CYCSP43	cytochrome c, somatic pseudogene 43	HCP43	Xq13.1	NG_002992	pseudogene	12909341	NA
HGNC:26636	ZBTB38	zinc finger and BTB domain containing 38	FLJ35036|CIBZ	3q23	NM_001080412	gene with protein product	12477932	ENSG00000177311
HGNC:1750	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	CAD11|OB	16q21	NM_001797	gene with protein product	9615235	ENSG00000140937
HGNC:36598	RPL12P36	ribosomal protein L12 pseudogene 36	NA	16q21	NG_010255	pseudogene	19123937	NA
HGNC:18226	AACSL	acetoacetyl-CoA synthetase-like	NA	5q35	NR_024035	pseudogene	NA	ENSG00000250420
HGNC:34379	PRDXDD1P	PrdX deacylase domain containing 1, pseudogene	Prdxdd1	2p16.1	NR_027258	pseudogene	NA	NA
HGNC:4523	GPR83	G protein-coupled receptor 83	NA	11q21	NM_016540	gene with protein product	10760605, 11060465	ENSG00000123901
HGNC:7417	MTBP	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa	NA	8q24.1-q24.2	NM_022045	gene with protein product	10906133, 11060448	ENSG00000172167
HGNC:32141	MIR513A1	microRNA 513a-1	hsa-mir-513-1|hsa-mir-513a-1	Xq27.3	NR_030231	RNA, micro	NA	ENSG00000207873
HGNC:2553	CUL3	cullin 3	NA	2q36.2	NM_003590	gene with protein product	8681378, 17192413	ENSG00000036257
HGNC:34623	TRNAG11	transfer RNA glycine 11 (anticodon UCC)	NA	1	NA	RNA, transfer	NA	NA
HGNC:34360	C15orf58	chromosome 15 open reading frame 58	NA	15q26.1	NM_001013657	gene with protein product	NA	ENSG00000183208
HGNC:37517	PIRC13	piwi-interacting RNA cluster 13	NA	3	NA	RNA, cluster	17881367	NA
HGNC:36842	RPL29P28	ribosomal protein L29 pseudogene 28	NA	13q13.1	NG_011177	pseudogene	19123937	NA
HGNC:7924	NPM1P4	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 4	NG4-5	13q12.2	NG_001164	pseudogene	8471164	NA
HGNC:29580	C7orf45	chromosome 7 open reading frame 45	FLJ40316	7q32.2	NM_145268	gene with protein product	12477932	ENSG00000165120
HGNC:5656	IGHV4-80	immunoglobulin heavy variable 4-80 pseudogene	NA	14q32.32-q32.33	NG_001019	immunoglobulin pseudogene	NA	ENSG00000235789
HGNC:11943	TNNC1	troponin C type 1 (slow)	NA	3p21.1	NM_003280	gene with protein product	NA	ENSG00000114854
HGNC:373	AKAP3	A kinase (PRKA) anchor protein 3	CT82|SOB1|FSP95|AKAP110	12p13.3	NM_006422	gene with protein product	10334916, 10319321	ENSG00000111254
HGNC:2762	DEFA3	defensin, alpha 3, neutrophil-specific	HNP-3	8p23.1	NM_005217	gene with protein product	8477861, 17214878, 15944200	ENSG00000239839
HGNC:18988	TOX	thymocyte selection-associated high mobility group box	TOX1|KIAA0808	8q12.2-q12.3	NM_014729	gene with protein product	9872452, 11850626	ENSG00000198846
HGNC:16769	GORASP1	golgi reassembly stacking protein 1, 65kDa	GRASP65|P65|FLJ23443	3p22-p21.33	NM_031899	gene with protein product	NA	ENSG00000114745
HGNC:25142	C11orf74	chromosome 11 open reading frame 74	FLJ38678|HEPIS	11p12	NM_138787	gene with protein product	12477932	ENSG00000166352
HGNC:30611	STT3B	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)	STT3-B|SIMP|FLJ90106	3p24.1	NM_178862	gene with protein product	12887896, 12439619	ENSG00000163527
HGNC:31865	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	MGC72244	4q13.3	NM_001144978	gene with protein product	NA	ENSG00000163738
HGNC:23498	CPNE8	copine VIII	NA	12q12	NM_153634	gene with protein product	12670487	ENSG00000139117
HGNC:24799	DCDC5	doublecortin domain containing 5	FLJ46154	11p14.1	XM_002343054	gene with protein product	16869982	ENSG00000170959
HGNC:9261	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	Cyp-60	22q11.21	NM_148175	gene with protein product	10591208	ENSG00000100023
HGNC:28568	C22orf33	chromosome 22 open reading frame 33	MGC35206	22q12.3	NM_001163857	gene with protein product	12477932	ENSG00000185264
HGNC:18732	KLHL9	kelch-like 9 (Drosophila)	KIAA1354|FLJ13568	9p22	NM_018847	gene with protein product	NA	ENSG00000198642
HGNC:9848	RANBP2	RAN binding protein 2	NUP358	2q13	NM_006267	gene with protein product	7724562	ENSG00000153201
HGNC:23622	GPR152	G protein-coupled receptor 152	PGR5	11	NM_206997	gene with protein product	12679517	ENSG00000175514
HGNC:31365	C10orf85	chromosome 10 open reading frame 85	FLJ37402|Em:AC023282.2	10	XR_041622	gene with protein product	NA	ENSG00000177234
HGNC:33584	CCDC64B	coiled-coil domain containing 64B	NA	16p13.3	NM_001103175	gene with protein product	NA	ENSG00000162069
HGNC:31991	NBPF9	neuroblastoma breakpoint family, member 9	AE01	1q21.1	NM_001037675	gene with protein product	16079250	ENSG00000168614
HGNC:28068	ZNF605	zinc finger protein 605	NA	12q24.33	XM_002343228	gene with protein product	NA	ENSG00000196458
HGNC:7405	MT1X	metallothionein 1X	MT-1l	16q13	NM_005952	gene with protein product	2286373, 8049263	ENSG00000187193
HGNC:14869	APOL5	apolipoprotein L, 5	APOLV	22q12.3	NM_030642	gene with protein product	11374903	ENSG00000128313
HGNC:28694	TIGD1L	tigger transposable element derived 1-like	bQB10J12.1|bPG70P20.2|bCX111D4.7	6p21.3	NA	unknown	NA	ENSG00000223405
HGNC:21023	YIPF3	Yip1 domain family, member 3	DKFZp566C243|FinGER3|KLIP1|dJ337H4.3	6p21.1	NM_015388	gene with protein product	NA	ENSG00000137207
HGNC:5973	IL13	interleukin 13	BHR1|ALRH|P600|IL-13	5q31	NM_002188	gene with protein product	NA	ENSG00000169194
HGNC:34503	FAM182B	family with sequence similarity 182, member B	NA	20p11.1	NR_026714	unknown	NA	ENSG00000175170
HGNC:23242	GALNT13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)	KIAA1918|GalNAc-T13	2q24.1	NM_052917	gene with protein product	11572484, 12407114	ENSG00000144278
HGNC:36722	RPL32P24	ribosomal protein L32 pseudogene 24	NA	11q13	NG_010668	pseudogene	19123937	NA
HGNC:26136	FAM59A	family with sequence similarity 59, member A	GAREM|FLJ21610	18q12.1	NM_022751	gene with protein product	19509291	ENSG00000141441
HGNC:11823	TIMP4	TIMP metallopeptidase inhibitor 4	NA	3p25	NM_003256	gene with protein product	8939999, 9693046	ENSG00000157150
HGNC:24300	GPR137	G protein-coupled receptor 137	GPR137A|C11orf4|TM7SF1L1	11cen-q22.3	NM_001170726	gene with protein product	10873569, 12732197	ENSG00000173264
HGNC:8538	P2RX6	purinergic receptor P2X, ligand-gated ion channel, 6	P2X6|P2XM|MGC129625	22q11.21	NM_001159554	gene with protein product	9242461, 10591208, 8786426	ENSG00000099957
HGNC:2326	CPSF3	cleavage and polyadenylation specific factor 3, 73kDa	CPSF-73|YSH1|CPSF73	2p25.1	NM_016207	gene with protein product	8929409	ENSG00000119203
HGNC:20484	BLACE	B-cell acute lymphoblastic leukemia expressed	NA	7q36	NA	gene with protein product	14667812	ENSG00000204960
HGNC:32349	TMEM81	transmembrane protein 81	MGC75217|KVLA2788|UNQ2788|HC3107	1q32.1	NM_203376	gene with protein product	NA	ENSG00000174529
HGNC:29099	TELO2	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	KIAA0683|hCLK2	16p13.3	NM_016111	gene with protein product	9734811, 11230166, 12670948	ENSG00000100726
HGNC:37466	FAM197Y4	family with sequence similarity 197, Y-linked, member 4	NA	Yp11.2	XM_002344200	gene with protein product	NA	NA
HGNC:21785	C7orf64	chromosome 7 open reading frame 64	DKFZp564O0523|HSPC304	7q21.2	NM_032120	gene with protein product	NA	ENSG00000127993
HGNC:17187	OLFM1	olfactomedin 1	NOELIN|OlfA|NOE1|AMY	9q34.3	NM_006334	gene with protein product	9039501	ENSG00000130558
HGNC:667	RHOA	ras homolog gene family, member A	RhoA|RHOH12|Rho12	3p21.3	NM_001664	gene with protein product	9605859	ENSG00000067560
HGNC:37710	RCC2P1	regulator of chromosome condensation 2 pseudogene 1	NA	Yq11.21	NA	pseudogene	NA	NA
HGNC:5606	IGHV3-48	immunoglobulin heavy variable 3-48	NA	14q32.32-q32.33	NG_001019	immunoglobulin gene	NA	ENSG00000211964
HGNC:37419	VN1R99P	vomeronasal 1 receptor 99 pseudogene	NA	19q13.41	NG_015700	pseudogene	NA	NA
HGNC:18488	TTTY7	testis-specific transcript, Y-linked 7 (non-protein coding)	NCRNA00129|TTTY7A	Yp11.2	NR_001534	gene with no protein product	NA	ENSG00000147753
HGNC:32479	BOLA2B	bolA homolog 2B (E. coli)	NA	16p11.2	NM_001039182	gene with protein product	14718656	ENSG00000169627
HGNC:4333	GLTSCR2	glioma tumor suppressor candidate region gene 2	PICT-1	19q13.3	NM_015710	gene with protein product	10708517, 16971513, 17657248	ENSG00000105373
HGNC:35617	RPL23AP30	ribosomal protein L23a pseudogene 30	NA	2q31.3	NG_010512	pseudogene	19123937	NA
HGNC:32460	ZNF724P	zinc finger protein 724 (pseudogene)	NA	19p12	NG_005791	pseudogene	NA	ENSG00000196081
HGNC:3050	DSG3	desmoglein 3	CDHF6	18q12.1	NM_001944	gene with protein product	1601426	ENSG00000134757
HGNC:21868	C7orf44	chromosome 7 open reading frame 44	FLJ10803	7p13	NM_018224	gene with protein product	NA	ENSG00000106603
HGNC:4840	HCK	hemopoietic cell kinase	JTK9	20q11-q12	NM_001172129	gene with protein product	3496523	ENSG00000101336
HGNC:19201	DPPA5	developmental pluripotency associated 5	Esg1	6q13	NM_001025290	gene with protein product	NA	ENSG00000203909
HGNC:7734	NEFM	neurofilament, medium polypeptide	NF-M|NFM	8p21	NM_001105541	gene with protein product	1348579	ENSG00000104722
HGNC:29163	NINL	ninein-like	NLP|KIAA0980	20p11.22-p11.1	NM_025176	gene with protein product	10231032	ENSG00000101004
HGNC:13745	FSD1	fibronectin type III and SPRY domain containing 1	MGC3213|MIR1	19p13.3	NM_024333	gene with protein product	11267680	ENSG00000105255
HGNC:16639	SRRM2	serine/arginine repetitive matrix 2	SRm300|SRL300|Cwc21|KIAA0324	16p13.3	NM_016333	gene with protein product	10668804, 11004489	ENSG00000167978
HGNC:11526	TACR1	tachykinin receptor 1	SPR|NK1R|NKIR	2p13.1-p12	NM_001058	gene with protein product	1657150	ENSG00000115353
HGNC:15964	DAZ2	deleted in azoospermia 2	pDP1678|MGC126442	Yq11	NM_001005785	gene with protein product	10936047	ENSG00000205944
HGNC:31782	MIR376C	microRNA 376c	hsa-mir-368|hsa-mir-376c	14q32.31	NR_029861	RNA, micro	NA	ENSG00000238682
HGNC:15338	OR9K1P	olfactory receptor, family 9, subfamily K, member 1 pseudogene	NA	12	NG_004285	pseudogene	NA	ENSG00000196534
HGNC:1700	CD80	CD80 molecule	NA	3q13.3-q21	NM_005191	gene with protein product	1370389	ENSG00000121594
HGNC:12631	USP8	ubiquitin specific peptidase 8	KIAA0055|HumORF8|UBPY	15q21.1	NM_001128610	gene with protein product	12838346, 9582025	ENSG00000138592
HGNC:14850	OR5AL2P	olfactory receptor, family 5, subfamily AL, member 2 pseudogene	NA	11	NG_004143	pseudogene	NA	NA
HGNC:9071	PLG	plasminogen	NA	6q26	NM_000301	gene with protein product	NA	ENSG00000122194
HGNC:20082	DDX51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	NA	12q24.33	NM_175066	gene with protein product	NA	ENSG00000185163
HGNC:10987	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17	PMP34	22q13.2	NM_006358	gene with protein product	9874197	ENSG00000100372
HGNC:6776	MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	c-MAF	16q22-q23	NM_001031804	gene with protein product	14998484	ENSG00000178573
HGNC:8715	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene	PCDH-PSI3	5q31	NR_001297	pseudogene	10380929	ENSG00000248449
HGNC:22880	MAGED4B	melanoma antigen family D, 4B	NA	Xp11	NM_177535	gene with protein product	NA	ENSG00000187243
HGNC:20661	SLC25A26	solute carrier family 25, member 26	NA	3p14.2	NM_001164796	gene with protein product	14674884	ENSG00000144741
HGNC:16063	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	AF10	10p12	NM_001009569	gene with protein product	7888665	ENSG00000078403
HGNC:29806	LRRC25	leucine rich repeat containing 25	MAPA|FLJ38116	19	NM_145256	gene with protein product	12384430	ENSG00000175489
HGNC:5493	IGHD2OR15-2A	immunoglobulin heavy diversity 2/OR15-2A (non-functional)	IGHD2OR152A|IGHD2/OR15-2A	15q11.2	NA	immunoglobulin gene	2114977	NA
HGNC:25731	KBTBD12	kelch repeat and BTB (POZ) domain containing 12	FLJ46299	3q21.3	NM_207335	gene with protein product	NA	ENSG00000187715
HGNC:20035	ABI1P1	abl-interactor 1 pseudogene 1	NA	14q22	NG_002531	pseudogene	NA	NA
HGNC:779	ATCAY	ataxia, cerebellar, Cayman type	NA	19p13	NM_033064	gene with protein product	8845847, 14556008	ENSG00000167654
HGNC:26168	ARMC7	armadillo repeat containing 7	FLJ22160	17q25	NM_024585	gene with protein product	12477932	ENSG00000125449
HGNC:10487	S100A10	S100 calcium binding protein A10	CLP11|42C|P11	1q21	NM_002966	gene with protein product	8276421	ENSG00000197747
HGNC:6726	CD180	CD180 molecule	Ly78|RP105	5q12	NM_005582	gene with protein product	9763566, 8975706	ENSG00000134061
HGNC:28387	LYZL4	lysozyme-like 4	MGC26768|LYC4	3p21.33	NM_144634	gene with protein product	12477932	ENSG00000157093
HGNC:35836	RPS29P27	ribosomal protein S29 pseudogene 27	NA	19q13.1	NG_011193	pseudogene	19123937	NA
HGNC:12969	ZNF18	zinc finger protein 18	KOX11|ZKSCAN6|HDSG1|ZNF535|Zfp535	17p11.2	NM_144680	gene with protein product	15702252	ENSG00000154957
HGNC:29932	COASY	CoA synthase	PPAT|NBP|DPCK|CoASY	17q12-q21	NM_001042530	gene with protein product	11923312, 11980892	ENSG00000068120
HGNC:32603	SNORA14B	small nucleolar RNA, H/ACA box 14B	ACA14b	1q42.3	NR_002956	RNA, small nucleolar	15199136, 16381836	ENSG00000207181
HGNC:13672	KLF13	Kruppel-like factor 13	NSLP1|RFLAT-1|FKLF-2|BTEB3	15	NM_015995	gene with protein product	10415854, 10023774	ENSG00000169926
HGNC:24236	CCAR1	cell division cycle and apoptosis regulator 1	CARP1|CARP-1|FLJ10590	10q22.1	NM_018237	gene with protein product	12816952	ENSG00000060339
HGNC:15891	UQCC	ubiquinol-cytochrome c reductase complex chaperone	BFZB|CBP3|FLJ10850	20q11.22	NM_001184977	gene with protein product	NA	ENSG00000101019
HGNC:1510	CASP8AP2	caspase 8 associated protein 2	CED-4|FLJ11208|KIAA1315|FLASH|RIP25	6q15	NM_001137667	gene with protein product	10235259, 17245429, 17003126	ENSG00000118412
HGNC:15844	HPS4	Hermansky-Pudlak syndrome 4	LE|KIAA1667	22cen-q12.3	NM_022081	gene with protein product	11836498, 12663659	ENSG00000100099
HGNC:10731	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	Semaf|Semacl1	2q11.2	NM_017789	gene with protein product	7656991	ENSG00000168758
HGNC:29306	CALCOCO1	calcium binding and coiled-coil domain 1	Cocoa|KIAA1536|calphoglin	12q13.13	NM_001143682	gene with protein product	10819331, 11230166	ENSG00000012822
HGNC:13625	CACNG6	calcium channel, voltage-dependent, gamma subunit 6	NA	19q13.4	NM_031897	gene with protein product	11170751	ENSG00000130433
HGNC:28631	CNPY4	canopy 4 homolog (zebrafish)	MGC40499|PRAT4B	7q22.1	NM_152755	gene with protein product	12975309	ENSG00000166997
HGNC:12950	SF1	splicing factor 1	ZFM1	11q13	NM_001178030	gene with protein product	7912130, 9573336	ENSG00000168066
HGNC:8525	OVOL1	ovo-like 1(Drosophila)	NA	11q13	NM_004561	gene with protein product	9383297	ENSG00000172818
HGNC:3637	FDPSP	farnesyl diphosphate synthase pseudogene	NA	21q21.1	NG_000923	pseudogene	NA	ENSG00000233676
HGNC:37383	VN1R63P	vomeronasal 1 receptor 63 pseudogene	NA	15q11.2	NG_015673	pseudogene	NA	NA
HGNC:33084	SNORD116-18	small nucleolar RNA, C/D box 116-18	HBII-85-18	15q11.2	NR_003333	RNA, small nucleolar	11106375, 11726556	ENSG00000206688
HGNC:19103	TAS2R12	taste receptor, type 2, member 12 pseudogene	T2R12	12p13.2	NG_004703	pseudogene	NA	NA
HGNC:1369	CA10	carbonic anhydrase X	CARPX|HUCEP-15|CA-RPX	17q21	NM_001082533	gene with protein product	8673298, 9921901	ENSG00000154975
HGNC:33347	SNORD116-28	small nucleolar RNA, C/D box 116-28	HBII-85-28	15q11.2	NR_003361	RNA, small nucleolar	11106375, 11726556	ENSG00000251932
HGNC:35566	RPS18P10	ribosomal protein S18 pseudogene 10	NA	6q24.1	NG_011382	pseudogene	19123937	NA
HGNC:31491	MIR103-2	microRNA 103-2	hsa-mir-103-2	20p13	NR_029519	RNA, micro	NA	ENSG00000199024
HGNC:648	ARC	activity-regulated cytoskeleton-associated protein	Arg3.1|KIAA0278	8q24.3	NM_015193	gene with protein product	10970730, 17466953	ENSG00000198576
HGNC:6764	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)	MAD2B|REV7	1p36	NM_001127325	gene with protein product	10366450	ENSG00000116670
HGNC:16588	ENSAP1	endosulfine alpha pseudogene 1	dJ822J19.1	20p12.1	NG_001035	pseudogene	NA	NA
HGNC:14369	ENDOU	endonuclease, polyU-specific	P11|PP11|PRSS26	12q13.1	NM_001172439	gene with protein product	2350438, 1710108, 15755742, 18936097	ENSG00000111405
HGNC:16832	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	Vma7|VATF|ATP6S14	7q32.1	NM_004231	gene with protein product	8581736, 8621738	ENSG00000128524
HGNC:5923	IGLV5-39	immunoglobulin lambda variable 5-39	NA	22q11.2	NA	immunoglobulin gene	NA	NA
HGNC:36222	RPL37AP3	ribosomal protein L37a pseudogene 3	NA	6q21	NG_010643	pseudogene	19123937	NA
HGNC:20804	ZNF428	zinc finger protein 428	MGC51082|Zfp428	19q13.31	NM_182498	gene with protein product	NA	ENSG00000131116
HGNC:21098	CCDC28A	coiled-coil domain containing 28A	DKFZp586D0623|CCRL1AP	6q23.1-q24.1	NM_015439	gene with protein product	NA	ENSG00000024862
HGNC:14350	ARID3B	AT rich interactive domain 3B (BRIGHT-like)	BDP|DRIL2	15q24	NM_006465	gene with protein product	NA	ENSG00000179361
HGNC:9021	PKM2	pyruvate kinase, muscle	PK3|OIP3|THBP1	15q22-qter	NM_002654	gene with protein product	NA	ENSG00000067225
HGNC:30766	TRAF3IP3	TRAF3 interacting protein 3	T3JAM	1q32.3-q41	NM_025228	gene with protein product	14572659	ENSG00000009790
HGNC:32985	SNORD113-6	small nucleolar RNA, C/D box 113-6	14q(I-6)	14q32.31	NR_003234	RNA, small nucleolar	12045206	ENSG00000200215
HGNC:38524	TTTY25P	testis-specific transcript, Y-linked 25, pseudogene	NA	Yq11.223	NA	RNA, pseudogene	NA	NA
HGNC:25044	TDRD12	tudor domain containing 12	FLJ13072|ECAT8	19q13.11	NM_001110822	gene with protein product	11441184	ENSG00000173809
HGNC:19856	LIN52	lin-52 homolog (C. elegans)	NA	14q24.2	NM_001024674	gene with protein product	17075059	ENSG00000205659
HGNC:27263	KANK4	KN motif and ankyrin repeat domains 4	KIAA0172	1p31.3	NM_181712	gene with protein product	12477932, 17996375	ENSG00000132854
HGNC:11582	TBCE	tubulin folding cofactor E	KCS|pac2|HRD|KCS1	1q42.3	NM_001079515	gene with protein product	8706133	ENSG00000116957
HGNC:14739	OR6E1P	olfactory receptor, family 6, subfamily E, member 1 pseudogene	NA	14	NG_002244	pseudogene	NA	ENSG00000235213
HGNC:31235	OR10AE3P	olfactory receptor, family 10, subfamily AE, member 3 pseudogene	NA	12	NG_004401	pseudogene	NA	NA
HGNC:19809	RPL13P6	ribosomal protein L13 pseudogene 6	NA	14q32.32	NG_010805	pseudogene	19123937	NA
HGNC:11219	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)	NA	5q31-q33	NM_003118	gene with protein product	2838412, 3410046	ENSG00000113140
HGNC:36305	RPS15AP22	ribosomal protein S15a pseudogene 22	NA	7q32.3	NG_011019	pseudogene	19123937	NA
HGNC:7064	MGST3	microsomal glutathione S-transferase 3	GST-III	1q23	NM_004528	gene with protein product	9278457	ENSG00000143198
HGNC:26585	C2orf85	chromosome 2 open reading frame 85	FLJ33590	2q37.3	NM_173821	gene with protein product	NA	ENSG00000188011
HGNC:38191	MIR4314	microRNA 4314	hsa-mir-4314	17	NA	RNA, micro	NA	NA
HGNC:4170	GATA1	GATA binding protein 1 (globin transcription factor 1)	ERYF1|NFE1|GATA-1	Xp11.23	NM_002049	gene with protein product	1999341	ENSG00000102145
HGNC:5960	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	NFKBIKB|IKK2|IKKB|IKK-beta	8p11.2	NM_001190720	gene with protein product	9878263, 9763654	ENSG00000104365
HGNC:1875	CFL2	cofilin 2 (muscle)	NA	14q13.2	NM_021914	gene with protein product	8800436	ENSG00000165410
HGNC:1016	BCRL3	breakpoint cluster region-like 3	NA	22q11	NA	region	3267213	NA
HGNC:35117	TRNAQ54P	transfer RNA glutamine 54 (anticodon UUG) pseudogene	NA	4q32.1	NG_008598	RNA, pseudogene	NA	NA
HGNC:25424	ZCCHC9	zinc finger, CCHC domain containing 9	DKFZp761J139	5q14.1	NM_001131035	gene with protein product	12477932	ENSG00000131732
HGNC:17057	CARD8	caspase recruitment domain family, member 8	Dakar|NDPP|CARDINAL|TUCAN|KIAA0955	19q13.33	NM_001184900	gene with protein product	10231032, 11408476	ENSG00000105483
HGNC:9866	RARG	retinoic acid receptor, gamma	RARC|NR1B3	12q13	NM_000966	gene with protein product	1849262	ENSG00000172819
HGNC:23831	C9orf53	chromosome 9 open reading frame 53	bA149I2.3	9p21.3	NR_024274	gene with protein product	NA	ENSG00000224854
HGNC:31282	OR51F4P	olfactory receptor, family 51, subfamily F, member 4 pseudogene	NA	11	NG_004324	pseudogene	NA	NA
HGNC:33717	C13orf39	chromosome 13 open reading frame 39	LOC196541	13q33.1	NM_001010977	gene with protein product	NA	ENSG00000139780
HGNC:33454	C2orf55	chromosome 2 open reading frame 55	MGC42367	2q11.2	NM_207362	gene with protein product	NA	ENSG00000196872
HGNC:36352	RPL22P13	ribosomal protein L22 pseudogene 13	NA	4q12	NG_011308	pseudogene	19123937	NA
HGNC:14786	OR56A3	olfactory receptor, family 56, subfamily A, member 3	NA	11p15.4	NM_001003443	gene with protein product	NA	ENSG00000184478
HGNC:38571	BTF3P14	basic transcription factor 3 pseudogene 14	NA	17p13.2	NG_022441	pseudogene	NA	NA
HGNC:17301	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	SAAS	Xp11.23	NM_013271	gene with protein product	10632593	ENSG00000102109
HGNC:11725	TEKT2	tektin 2 (testicular)	TEKTB1	1p34.3	NM_014466	gene with protein product	12029069, 11751288	ENSG00000092850
HGNC:19039	ADCK2	aarF domain containing kinase 2	MGC20727	7q34	NM_052853	gene with protein product	NA	ENSG00000133597
HGNC:28707	C16orf53	chromosome 16 open reading frame 53	GAS|MGC4606	16p11.2	NM_024516	gene with protein product	19039327	ENSG00000185928
HGNC:27406	PRR24	proline rich 24	NA	19q13.32	NM_178511	gene with protein product	12477932	ENSG00000232427
HGNC:5253	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	Hsp90|HSP90N|Hsp89|FLJ31884	14q32.33	NM_001017963	gene with protein product	2527334, 16269234	ENSG00000080824
HGNC:37368	VN1R48P	vomeronasal 1 receptor 48 pseudogene	NA	9p13.1	NG_015656	pseudogene	NA	NA
HGNC:21687	ZNF463P	zinc finger protein 463 (pseudogene)	dJ111M5.3	6	NA	pseudogene	NA	ENSG00000233366
HGNC:3447	ERH	enhancer of rudimentary homolog (Drosophila)	DROER	14q24.1	NM_004450	gene with protein product	8786099, 9074495	ENSG00000100632
HGNC:7052	MGC1	megalocornea 1 (X-linked)	NA	Xq12-q26	NA	phenotype only	NA	NA
HGNC:38071	TPI1P4	triosephosphate isomerase 1 pseudogene 4	NA	4p11	NA	pseudogene	NA	NA
HGNC:33217	VN2R11P	vomeronasal 2 receptor 11 pseudogene	NA	19p13.3	NG_006060	pseudogene	NA	NA
HGNC:4600	GRM8	glutamate receptor, metabotropic 8	GLUR8|GPRC1H|MGLUR8|mGlu8	7q31.3-q32.1	NM_000845	gene with protein product	8824806	ENSG00000179603
HGNC:24872	GNASAS	GNAS antisense RNA (non-protein coding)	NESPAS|SANG|NCRNA00075|GNAS1AS	20q13.32	NR_002785	RNA, antisense	10749992	ENSG00000235590
HGNC:19020	TRIM47	tripartite motif-containing 47	GOA|RNF100	17q25	NM_033452	gene with protein product	NA	ENSG00000132481
HGNC:14239	SLC2A11	solute carrier family 2 (facilitated glucose transporter), member 11	GLUT10|GLUT11	22q11.2	NM_001024938	gene with protein product	NA	ENSG00000133460
